path,entry_type,access,data_type,old_target_chapter_code,old_target_chapter_name,old_target_node_name,old_target_object_path,old_target_group_code,old_candidate_commands,rematch_decision,rematch_confidence,matched_chapter_code,matched_chapter_name,matched_group_name,matched_object_path,matched_group_code,matched_candidate_commands,match_source_type,match_source_file,match_reason,doc_category,doc_source_file,doc_source_sheet,doc_source_row
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i},parameter,READ_WRITE,STRING,,,IPv4Address,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.,DEVICE_ETHERNET_INTERFACE_VLANINTERFACE_IPV4ADDRESS,LST IPV4_ADDRESS;MOD IPV4_ADDRESS,YES_SAME_EXISTING_GROUP_CODE,high,SL,WAN口配置参数管理,VLAN 子接口 IPv4 地址,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.,DEVICE_ETHERNET_INTERFACE_VLANINTERFACE_IPV4ADDRESS,LST VLAN_INTERFACE_I_PV4_ADDRESS;MOD VLAN_INTERFACE_I_PV4_ADDRESS,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,同一 target_group_code 已有 already_in_mml 参数，可复用该分组节点,,,,
Device.Ethernet.Interface.{i}.IPv6Address.{i},parameter,READ_WRITE,STRING,,,IPv6Address,Device.Ethernet.Interface.{i}.IPv6Address.,DEVICE_ETHERNET_INTERFACE_IPV6ADDRESS,LST IPV6_ADDRESS;MOD IPV6_ADDRESS,YES_SAME_EXISTING_GROUP_CODE,high,SL,WAN口配置参数管理,接口 IPv6 地址,Device.Ethernet.Interface.{i}.IPv6Address.{i}.,DEVICE_ETHERNET_INTERFACE_IPV6ADDRESS,LST INTERFACE_I_PV6_ADDRESS;MOD INTERFACE_I_PV6_ADDRESS,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,同一 target_group_code 已有 already_in_mml 参数，可复用该分组节点,,,,
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i},parameter,READ_WRITE,STRING,,,IPv6Address,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.,DEVICE_ETHERNET_INTERFACE_VLANINTERFACE_IPV6ADDRESS,LST IPV6_ADDRESS;MOD IPV6_ADDRESS,YES_SAME_EXISTING_GROUP_CODE,high,SL,WAN口配置参数管理,VLAN 子接口 IPv6 地址,Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.,DEVICE_ETHERNET_INTERFACE_VLANINTERFACE_IPV6ADDRESS,LST VLAN_INTERFACE_I_PV6_ADDRESS;MOD VLAN_INTERFACE_I_PV6_ADDRESS,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,同一 target_group_code 已有 already_in_mml 参数，可复用该分组节点,,,,
Device.Ethernet.Interface.{i},parameter,READ_WRITE,STRING,,,Interface,Device.Ethernet.Interface.,DEVICE_ETHERNET_INTERFACE,LST INTERFACE;MOD INTERFACE,YES_SAME_EXISTING_GROUP_CODE,high,SL,WAN口配置参数管理,以太网接口,Device.Ethernet.Interface.{i}.,DEVICE_ETHERNET_INTERFACE,LST ETHERNET_INTERFACE;MOD ETHERNET_INTERFACE,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,同一 target_group_code 已有 already_in_mml 参数，可复用该分组节点,,,,
Device.Ethernet.IpRoute.{i},parameter,READ_WRITE,STRING,,,IpRoute,Device.Ethernet.IpRoute.,DEVICE_ETHERNET_IPROUTE,LST IP_ROUTE;MOD IP_ROUTE,YES_SAME_EXISTING_GROUP_CODE,high,SL,WAN口配置参数管理,静态路由表项,Device.Ethernet.IpRoute.{i}.,DEVICE_ETHERNET_IPROUTE,LST ETHERNET_IP_ROUTE;MOD ETHERNET_IP_ROUTE,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,同一 target_group_code 已有 already_in_mml 参数，可复用该分组节点,,,,
Device.KeepalivedMgmt.CounterCheck,parameter,READ_ONLY,U_INT,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.KeepalivedMgmt.Enable,parameter,READ_ONLY,STRING,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.KeepalivedMgmt.LocalUplinkIpAddr,parameter,READ_ONLY,STRING,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.KeepalivedMgmt.ManualSwitch,parameter,READ_ONLY,STRING,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.KeepalivedMgmt.MaxVrrpEntries,parameter,READ_ONLY,U_INT,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.KeepalivedMgmt.RemoteUplinkIpAddr,parameter,READ_ONLY,STRING,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.KeepalivedMgmt.RouterId,parameter,READ_ONLY,STRING,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.KeepalivedMgmt.SecondTimeout,parameter,READ_ONLY,U_INT,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.KeepalivedMgmt.VrrpNumberOfEntries,parameter,READ_ONLY,U_INT,,,KeepalivedMgmt,Device.KeepalivedMgmt.,DEVICE_KEEPALIVEDMGMT,LST KEEPALIVED_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.LanConfig.LanDhcpEndIp,parameter,READ_WRITE,STRING,,,LanConfig,Device.FAP.LanConfig.,DEVICE_FAP_LANCONFIG,LST LAN_CONFIG;MOD LAN_CONFIG,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.LanConfig.LanDhcpNetmask,parameter,READ_WRITE,STRING,,,LanConfig,Device.FAP.LanConfig.,DEVICE_FAP_LANCONFIG,LST LAN_CONFIG;MOD LAN_CONFIG,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.LanConfig.LanDhcpStartIp,parameter,READ_WRITE,STRING,,,LanConfig,Device.FAP.LanConfig.,DEVICE_FAP_LANCONFIG,LST LAN_CONFIG;MOD LAN_CONFIG,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.LanConfig.LanNetctlSwitch,parameter,READ_WRITE,STRING,,,LanConfig,Device.FAP.LanConfig.,DEVICE_FAP_LANCONFIG,LST LAN_CONFIG;MOD LAN_CONFIG,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.NL.{i},parameter,READ_WRITE,STRING,,,NL,Device.FAP.NL.,DEVICE_FAP_NL,LST NL;MOD NL,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.LAN_HostConfigManagement.IPInterface.NRCU.F1UIpAddr,parameter,READ_WRITE,STRING,,,NRCU,Device.LAN_HostConfigManagement.IPInterface.NRCU.,DEVICE_LAN_HOSTCONFIGMANAGEMENT_IPINTERFACE_NRCU,LST NRCU;MOD NRCU,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.LAN_HostConfigManagement.IPInterface.NRCU.F1apLocalIpAddr,parameter,READ_WRITE,STRING,,,NRCU,Device.LAN_HostConfigManagement.IPInterface.NRCU.,DEVICE_LAN_HOSTCONFIGMANAGEMENT_IPINTERFACE_NRCU,LST NRCU;MOD NRCU,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.LAN_HostConfigManagement.IPInterface.NRCU.XnapLocalIpAddr,parameter,READ_WRITE,STRING,,,NRCU,Device.LAN_HostConfigManagement.IPInterface.NRCU.,DEVICE_LAN_HOSTCONFIGMANAGEMENT_IPINTERFACE_NRCU,LST NRCU;MOD NRCU,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.LAN_HostConfigManagement.IPInterface.NRDU.DuF1UIpAddr,parameter,READ_WRITE,STRING,,,NRDU,Device.LAN_HostConfigManagement.IPInterface.NRDU.,DEVICE_LAN_HOSTCONFIGMANAGEMENT_IPINTERFACE_NRDU,LST NRDU;MOD NRDU,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.LAN_HostConfigManagement.IPInterface.NRDU.DuF1apLocalIpAddr,parameter,READ_WRITE,STRING,,,NRDU,Device.LAN_HostConfigManagement.IPInterface.NRDU.,DEVICE_LAN_HOSTCONFIGMANAGEMENT_IPINTERFACE_NRDU,LST NRDU;MOD NRDU,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.LAN_HostConfigManagement.IPInterface.NRDU.DuF1apRemoteIpAddr,parameter,READ_WRITE,STRING,,,NRDU,Device.LAN_HostConfigManagement.IPInterface.NRDU.,DEVICE_LAN_HOSTCONFIGMANAGEMENT_IPINTERFACE_NRDU,LST NRDU;MOD NRDU,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.LAN_HostConfigManagement.IPInterface.NgapMgmt.NgapLocalIpAddrList,parameter,READ_WRITE,STRING,,,NgapMgmt,Device.LAN_HostConfigManagement.IPInterface.NgapMgmt.,DEVICE_LAN_HOSTCONFIGMANAGEMENT_IPINTERFACE_NGAPMGMT,LST NGAP_MGMT;MOD NGAP_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.LAN_HostConfigManagement.IPInterface.NgapMgmt.NguLocalIpAddrList,parameter,READ_WRITE,STRING,,,NgapMgmt,Device.LAN_HostConfigManagement.IPInterface.NgapMgmt.,DEVICE_LAN_HOSTCONFIGMANAGEMENT_IPINTERFACE_NGAPMGMT,LST NGAP_MGMT;MOD NGAP_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.DelayInterval,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.Domain,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.Interface,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.IpAddr,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.Profile,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.ServerAddr,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.SyncInterval,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.Transmode,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.UnicastMode,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.PTP1588.VlanId,parameter,READ_WRITE,STRING,,,PTP1588,Device.FAP.PTP1588.,DEVICE_FAP_PTP1588,LST PTP1588;MOD PTP1588,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.Ethernet.Interface.{i}.PppoeAddress.{i},parameter,READ_WRITE,STRING,,,PppoeAddress,Device.Ethernet.Interface.{i}.PppoeAddress.,DEVICE_ETHERNET_INTERFACE_PPPOEADDRESS,LST PPPOE_ADDRESS;MOD PPPOE_ADDRESS,YES_EXISTING_JSON_PARENT_GROUP,medium,SL,WAN口配置参数管理,以太网接口,Device.Ethernet.Interface.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.FAP.Synchronization.ClockSourceSyncState,parameter,READ_ONLY,STRING,,,Synchronization,Device.FAP.Synchronization.,DEVICE_FAP_SYNCHRONIZATION,LST SYNCHRONIZATION,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.Synchronization.PpsTimeMode,parameter,READ_WRITE,STRING,,,Synchronization,Device.FAP.Synchronization.,DEVICE_FAP_SYNCHRONIZATION,LST SYNCHRONIZATION;MOD SYNCHRONIZATION,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.TFCS.primSrc,parameter,READ_WRITE,INT,,,TFCS,Device.FAP.TFCS.,DEVICE_FAP_TFCS,LST TFCS;MOD TFCS,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.TfcsParams.PrimSrc,parameter,READ_WRITE,STRING,,,TfcsParams,Device.FAP.TfcsParams.,DEVICE_FAP_TFCSPARAMS,LST TFCS_PARAMS;MOD TFCS_PARAMS,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.TfcsParams.SyncMode,parameter,READ_WRITE,STRING,,,TfcsParams,Device.FAP.TfcsParams.,DEVICE_FAP_TFCSPARAMS,LST TFCS_PARAMS;MOD TFCS_PARAMS,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
DeviceGSM.Bts.Trx.Index,parameter,READ_ONLY,U_INT,,,Trx,DeviceGSM.Bts.Trx.,DEVICEGSM_BTS_TRX,LST TRX,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,param-mappings XML 已有对象前缀，可作为对象分组依据；缺少 MML 章节/中文组名,,,,
Device.Ethernet.Interface.{i}.VlanInterface.{i},parameter,READ_WRITE,STRING,,,VlanInterface,Device.Ethernet.Interface.{i}.VlanInterface.,DEVICE_ETHERNET_INTERFACE_VLANINTERFACE,LST VLAN_INTERFACE;MOD VLAN_INTERFACE,YES_SAME_EXISTING_GROUP_CODE,high,SL,WAN口配置参数管理,VLAN 子接口,Device.Ethernet.Interface.{i}.VlanInterface.{i}.,DEVICE_ETHERNET_INTERFACE_VLANINTERFACE,LST VLAN_INTERFACE;MOD VLAN_INTERFACE,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,同一 target_group_code 已有 already_in_mml 参数，可复用该分组节点,,,,
Device.Ethernet.Interface.{i}.VlanInterface.{i}.VlanPppoeAddress.{i},parameter,READ_WRITE,STRING,,,VlanPppoeAddress,Device.Ethernet.Interface.{i}.VlanInterface.{i}.VlanPppoeAddress.,DEVICE_ETHERNET_INTERFACE_VLANINTERFACE_VLANPPPOEADDRESS,LST VLAN_PPPOE_ADDRESS;MOD VLAN_PPPOE_ADDRESS,YES_EXISTING_JSON_PARENT_GROUP,medium,SL,WAN口配置参数管理,VLAN 子接口,Device.Ethernet.Interface.{i}.VlanInterface.{i}.,,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,参数 path 位于现有 JSON/seed 分组对象路径之下，可挂到该父分组；需确认是否过宽,,,,
Device.KeepalivedMgmt.VrrpMgmt.Index,parameter,READ_ONLY,U_INT,,,VrrpMgmt,Device.KeepalivedMgmt.VrrpMgmt.,DEVICE_KEEPALIVEDMGMT_VRRPMGMT,LST VRRP_MGMT,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.WebConfig.WanVisitEnable,parameter,READ_WRITE,STRING,,,WebConfig,Device.WebConfig.,DEVICE_WEBCONFIG,LST WEB_CONFIG;MOD WEB_CONFIG,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
DeviceGSM.Bts.{i}.handover2.afs-bias.rxlev,parameter,READ_ONLY,U_INT,,,afs-bias,DeviceGSM.Bts.{i}.handover2.afs-bias.,DEVICEGSM_BTS_HANDOVER2_AFS_BIAS,LST AFS_BIAS,YES_QUICKSETTINGS_XML_GROUP,high,,,切换配置,,bsc-bts-handover,,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-handover:切换配置(handover2.afs-bias.rxlev),quicksettings XML 已有同 standardPath 的前端分组,,,,
DeviceGSM.Bts.{i}.handover2.afs-bias.rxqual,parameter,READ_ONLY,U_INT,,,afs-bias,DeviceGSM.Bts.{i}.handover2.afs-bias.,DEVICEGSM_BTS_HANDOVER2_AFS_BIAS,LST AFS_BIAS,YES_QUICKSETTINGS_XML_GROUP,high,,,切换配置,,bsc-bts-handover,,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-handover:切换配置(handover2.afs-bias.rxqual),quicksettings XML 已有同 standardPath 的前端分组,,,,
DeviceGSM.handover2.afs-bias.rxlev,parameter,READ_ONLY,U_INT,,,afs-bias,DeviceGSM.handover2.afs-bias.,DEVICEGSM_HANDOVER2_AFS_BIAS,LST AFS_BIAS,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
DeviceGSM.handover2.afs-bias.rxqual,parameter,READ_ONLY,U_INT,,,afs-bias,DeviceGSM.handover2.afs-bias.,DEVICEGSM_HANDOVER2_AFS_BIAS,LST AFS_BIAS,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
DeviceGSM.Bts.{i}.handover1.power.budget.hysteresis,parameter,READ_ONLY,U_INT,,,budget,DeviceGSM.Bts.{i}.handover1.power.budget.,DEVICEGSM_BTS_HANDOVER1_POWER_BUDGET,LST BUDGET,YES_QUICKSETTINGS_XML_GROUP,high,,,切换配置,,bsc-bts-handover,,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-handover:切换配置(handover1.power.budget.hysteresis),quicksettings XML 已有同 standardPath 的前端分组,,,,
DeviceGSM.Bts.{i}.handover1.power.budget.interval,parameter,READ_ONLY,U_INT,,,budget,DeviceGSM.Bts.{i}.handover1.power.budget.,DEVICEGSM_BTS_HANDOVER1_POWER_BUDGET,LST BUDGET,YES_QUICKSETTINGS_XML_GROUP,high,,,切换配置,,bsc-bts-handover,,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-handover:切换配置(handover1.power.budget.interval),quicksettings XML 已有同 standardPath 的前端分组,,,,
DeviceGSM.Bts.{i}.handover2.power.budget.hysteresis,parameter,READ_ONLY,U_INT,,,budget,DeviceGSM.Bts.{i}.handover2.power.budget.,DEVICEGSM_BTS_HANDOVER2_POWER_BUDGET,LST BUDGET,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,param-mappings XML 已有对象前缀，可作为对象分组依据；缺少 MML 章节/中文组名,,,,
DeviceGSM.Bts.{i}.handover2.power.budget.interval,parameter,READ_ONLY,U_INT,,,budget,DeviceGSM.Bts.{i}.handover2.power.budget.,DEVICEGSM_BTS_HANDOVER2_POWER_BUDGET,LST BUDGET,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,param-mappings XML 已有对象前缀，可作为对象分组依据；缺少 MML 章节/中文组名,,,,
DeviceGSM.handover2.power.budget.hysteresis,parameter,READ_ONLY,U_INT,,,budget,DeviceGSM.handover2.power.budget.,DEVICEGSM_HANDOVER2_POWER_BUDGET,LST BUDGET,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
DeviceGSM.handover2.power.budget.interval,parameter,READ_ONLY,U_INT,,,budget,DeviceGSM.handover2.power.budget.,DEVICEGSM_HANDOVER2_POWER_BUDGET,LST BUDGET,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.gNB.config.DhcpDns,parameter,READ_WRITE,STRING,,,config,Device.FAP.gNB.config.,DEVICE_FAP_GNB_CONFIG,LST CONFIG;MOD CONFIG,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.gNB.config.DnsType,parameter,READ_WRITE,STRING,,,config,Device.FAP.gNB.config.,DEVICE_FAP_GNB_CONFIG,LST CONFIG;MOD CONFIG,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
Device.FAP.gNB.config.dns,parameter,READ_WRITE,STRING,,,config,Device.FAP.gNB.config.,DEVICE_FAP_GNB_CONFIG,LST CONFIG;MOD CONFIG,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
DeviceGSM.Bts.{i}.handover2.assignment,parameter,READ_ONLY,STRING,,,handover2,DeviceGSM.Bts.{i}.handover2.,DEVICEGSM_BTS_HANDOVER2,LST HANDOVER2,YES_QUICKSETTINGS_XML_GROUP,high,,,切换配置,,bsc-bts-handover,,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-handover:切换配置(handover2_assignment),quicksettings XML 已有同 standardPath 的前端分组,,,,
DeviceGSM.Bts.{i}.handover2.max-handovers,parameter,READ_ONLY,U_INT,,,handover2,DeviceGSM.Bts.{i}.handover2.,DEVICEGSM_BTS_HANDOVER2,LST HANDOVER2,YES_QUICKSETTINGS_XML_GROUP,high,,,切换配置,,bsc-bts-handover,,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BSC.xml#bsc-bts-handover:切换配置(handover2.max-handovers),quicksettings XML 已有同 standardPath 的前端分组,,,,
DeviceGSM.Bts.{i}.handover2.retries,parameter,READ_ONLY,U_INT,,,handover2,DeviceGSM.Bts.{i}.handover2.,DEVICEGSM_BTS_HANDOVER2,LST HANDOVER2,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,param-mappings XML 已有对象前缀，可作为对象分组依据；缺少 MML 章节/中文组名,,,,
DeviceGSM.Bts.{i}.handover2.tdma-measurement,parameter,READ_ONLY,STRING,,,handover2,DeviceGSM.Bts.{i}.handover2.,DEVICEGSM_BTS_HANDOVER2,LST HANDOVER2,YES_PARAM_MAPPING_XML_OBJECT,medium-low,,,Bts,DeviceGSM.Bts.,,,param_mapping_xml_object_prefix,omcgo/data/param-mappings/BSC.xml,param-mappings XML 已有对象前缀，可作为对象分组依据；缺少 MML 章节/中文组名,,,,
DeviceGSM.handover2.assignment,parameter,READ_ONLY,STRING,,,handover2,DeviceGSM.handover2.,DEVICEGSM_HANDOVER2,LST HANDOVER2,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
DeviceGSM.handover2.max-handovers,parameter,READ_ONLY,U_INT,,,handover2,DeviceGSM.handover2.,DEVICEGSM_HANDOVER2,LST HANDOVER2,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
DeviceGSM.handover2.retries,parameter,READ_ONLY,U_INT,,,handover2,DeviceGSM.handover2.,DEVICEGSM_HANDOVER2,LST HANDOVER2,NO_SECONDARY_MATCH,none,,,,,,,,,未在现有 XML/JSON 分组节点或模型库文档中找到可复用分组,,,,
